match_id,team,opponent,venue,runs_scored,wickets_lost,overs_played,result,player_of_match,match_date
7958,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,192,6,20,Win,Bumrah,2045-01-12
7959,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,207,10,20,Loss,Rohit Sharma,2045-01-13
7960,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,160,9,20,Win,Jadeja,2045-01-14
7961,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,174,3,20,Loss,MS Dhoni,2045-01-15
7962,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,145,8,20,Win,MS Dhoni,2045-01-16
7963,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,174,6,20,Win,MS Dhoni,2045-01-17
7964,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,213,5,20,Loss,MS Dhoni,2045-01-18
7965,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,161,6,20,Loss,MS Dhoni,2045-01-19
7966,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,122,6,20,Win,Jadeja,2045-01-20
7967,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,120,6,20,Win,MS Dhoni,2045-01-21
7968,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,139,6,20,Win,Jadeja,2045-01-22
7969,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,160,10,20,Loss,MS Dhoni,2045-01-23
7970,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,203,6,20,Loss,Bumrah,2045-01-24
7971,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,124,9,20,Win,Bumrah,2045-01-25
7972,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,206,3,20,Win,MS Dhoni,2045-01-26
7973,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,146,10,20,Win,Bumrah,2045-01-27
7974,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,201,3,20,Win,MS Dhoni,2045-01-28
7975,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,212,8,20,Win,MS Dhoni,2045-01-29
7976,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,179,10,20,Win,Rohit Sharma,2045-01-30
7977,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,185,3,20,Win,Jadeja,2045-01-31
7978,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,145,8,20,Win,Bumrah,2045-02-01
7979,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,207,4,20,Loss,Rohit Sharma,2045-02-02
7980,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,150,6,20,Loss,MS Dhoni,2045-02-03
7981,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,158,5,20,Loss,Rohit Sharma,2045-02-04
7982,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,120,8,20,Win,Bumrah,2045-02-05
7983,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,161,5,20,Win,Jadeja,2045-02-06
7984,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,137,6,20,Loss,Bumrah,2045-02-07
7985,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,190,8,20,Win,Rohit Sharma,2045-02-08
7986,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,174,4,20,Loss,MS Dhoni,2045-02-09
7987,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,210,3,20,Loss,Bumrah,2045-02-10
7988,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,216,3,20,Win,Jadeja,2045-02-11
7989,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,167,10,20,Win,Rohit Sharma,2045-02-12
7990,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,195,7,20,Win,Rohit Sharma,2045-02-13
7991,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,220,4,20,Loss,MS Dhoni,2045-02-14
7992,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,214,5,20,Loss,Jadeja,2045-02-15
7993,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,217,10,20,Loss,MS Dhoni,2045-02-16
7994,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,187,4,20,Win,Rohit Sharma,2045-02-17
7995,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,168,7,20,Win,MS Dhoni,2045-02-18
7996,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,165,8,20,Win,Rohit Sharma,2045-02-19
7997,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,172,3,20,Win,Rohit Sharma,2045-02-20
7998,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,141,9,20,Loss,MS Dhoni,2045-02-21
7999,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,204,3,20,Loss,Jadeja,2045-02-22
8000,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,205,8,20,Loss,Jadeja,2045-02-23
8001,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,195,3,20,Win,Jadeja,2045-02-24
8002,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,195,10,20,Win,Jadeja,2045-02-25
8003,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,187,5,20,Win,Bumrah,2045-02-26
8004,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,141,10,20,Loss,MS Dhoni,2045-02-27
8005,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,163,8,20,Win,MS Dhoni,2045-02-28
8006,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,123,8,20,Loss,Bumrah,2045-03-01
8007,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,186,5,20,Loss,Rohit Sharma,2045-03-02
8008,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,178,5,20,Win,MS Dhoni,2045-03-03
8009,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,216,7,20,Loss,Bumrah,2045-03-04
8010,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,167,6,20,Loss,Bumrah,2045-03-05
8011,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,153,4,20,Loss,MS Dhoni,2045-03-06
8012,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,186,8,20,Win,Bumrah,2045-03-07
8013,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,204,9,20,Win,MS Dhoni,2045-03-08
8014,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,181,10,20,Loss,MS Dhoni,2045-03-09
8015,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,159,9,20,Loss,MS Dhoni,2045-03-10
8016,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,191,7,20,Loss,MS Dhoni,2045-03-11
8017,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,177,9,20,Loss,Bumrah,2045-03-12
8018,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,128,7,20,Win,Rohit Sharma,2045-03-13
8019,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,139,7,20,Loss,Rohit Sharma,2045-03-14
8020,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,216,9,20,Win,Jadeja,2045-03-15
8021,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,201,8,20,Win,Rohit Sharma,2045-03-16
8022,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,129,8,20,Loss,Rohit Sharma,2045-03-17
8023,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,219,8,20,Win,MS Dhoni,2045-03-18
8024,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,200,8,20,Win,Jadeja,2045-03-19
8025,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,146,6,20,Win,Rohit Sharma,2045-03-20
8026,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,134,5,20,Win,Rohit Sharma,2045-03-21
8027,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,196,9,20,Loss,Rohit Sharma,2045-03-22
8028,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,155,10,20,Win,Bumrah,2045-03-23
8029,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,178,7,20,Loss,Bumrah,2045-03-24
8030,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,145,8,20,Loss,MS Dhoni,2045-03-25
8031,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,133,4,20,Loss,MS Dhoni,2045-03-26
8032,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,206,7,20,Win,Bumrah,2045-03-27
8033,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,172,9,20,Win,Jadeja,2045-03-28
8034,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,200,4,20,Win,Bumrah,2045-03-29
8035,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,218,3,20,Win,Rohit Sharma,2045-03-30
8036,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,155,6,20,Win,Rohit Sharma,2045-03-31
8037,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,209,6,20,Loss,Rohit Sharma,2045-04-01
8038,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,199,5,20,Loss,Bumrah,2045-04-02
8039,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,168,10,20,Win,Rohit Sharma,2045-04-03
8040,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,127,9,20,Loss,MS Dhoni,2045-04-04
8041,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,199,10,20,Win,Rohit Sharma,2045-04-05
8042,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,153,10,20,Win,Jadeja,2045-04-06
8043,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,141,8,20,Win,Bumrah,2045-04-07
8044,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,175,5,20,Win,Rohit Sharma,2045-04-08
8045,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,166,4,20,Loss,Rohit Sharma,2045-04-09
8046,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,147,8,20,Win,Rohit Sharma,2045-04-10
8047,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,154,5,20,Win,Jadeja,2045-04-11
8048,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,212,9,20,Loss,MS Dhoni,2045-04-12
8049,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,129,4,20,Loss,Rohit Sharma,2045-04-13
8050,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,183,6,20,Win,MS Dhoni,2045-04-14
8051,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,166,6,20,Win,Rohit Sharma,2045-04-15
8052,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,174,6,20,Loss,Jadeja,2045-04-16
8053,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,187,9,20,Loss,Rohit Sharma,2045-04-17
8054,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,128,4,20,Win,Rohit Sharma,2045-04-18
8055,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,136,8,20,Loss,MS Dhoni,2045-04-19
8056,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,133,8,20,Win,Jadeja,2045-04-20
8057,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,170,5,20,Win,Rohit Sharma,2045-04-21
8058,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,199,4,20,Loss,Jadeja,2045-04-22
8059,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,220,5,20,Win,Bumrah,2045-04-23
8060,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,141,6,20,Win,Bumrah,2045-04-24
8061,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,190,10,20,Loss,Jadeja,2045-04-25
8062,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,164,6,20,Win,Rohit Sharma,2045-04-26
8063,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,179,8,20,Win,Bumrah,2045-04-27
8064,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,154,7,20,Win,Rohit Sharma,2045-04-28
8065,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,140,8,20,Win,Jadeja,2045-04-29
8066,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,207,9,20,Win,Rohit Sharma,2045-04-30
8067,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,196,3,20,Loss,Rohit Sharma,2045-05-01
8068,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,174,4,20,Win,Jadeja,2045-05-02
8069,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,126,10,20,Loss,Bumrah,2045-05-03
8070,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,165,6,20,Loss,MS Dhoni,2045-05-04
8071,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,179,3,20,Loss,Rohit Sharma,2045-05-05
8072,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,214,8,20,Win,Jadeja,2045-05-06
8073,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,167,5,20,Win,Bumrah,2045-05-07
8074,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,178,4,20,Win,MS Dhoni,2045-05-08
8075,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,169,9,20,Win,MS Dhoni,2045-05-09
8076,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,195,4,20,Win,Rohit Sharma,2045-05-10
8077,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,158,7,20,Win,Rohit Sharma,2045-05-11
8078,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,173,7,20,Win,Jadeja,2045-05-12
8079,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,203,9,20,Loss,Rohit Sharma,2045-05-13
8080,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,181,3,20,Loss,Rohit Sharma,2045-05-14
8081,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,187,6,20,Win,Rohit Sharma,2045-05-15
8082,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,121,10,20,Loss,Rohit Sharma,2045-05-16
8083,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,153,10,20,Win,Jadeja,2045-05-17
8084,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,184,6,20,Win,Bumrah,2045-05-18
8085,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,138,9,20,Win,Rohit Sharma,2045-05-19
8086,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,185,3,20,Win,MS Dhoni,2045-05-20
8087,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,198,10,20,Loss,MS Dhoni,2045-05-21
8088,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,211,6,20,Loss,MS Dhoni,2045-05-22
8089,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,183,3,20,Win,Rohit Sharma,2045-05-23
8090,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,121,9,20,Win,Jadeja,2045-05-24
8091,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,123,8,20,Loss,Jadeja,2045-05-25
8092,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,184,3,20,Win,Rohit Sharma,2045-05-26
8093,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,189,7,20,Loss,Jadeja,2045-05-27
8094,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,132,7,20,Loss,Rohit Sharma,2045-05-28
8095,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,198,5,20,Win,Rohit Sharma,2045-05-29
8096,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,212,3,20,Loss,Bumrah,2045-05-30
8097,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,154,4,20,Loss,Bumrah,2045-05-31
8098,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,200,9,20,Loss,Jadeja,2045-06-01
8099,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,192,3,20,Loss,Bumrah,2045-06-02
8100,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,148,6,20,Loss,MS Dhoni,2045-06-03
8101,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,203,3,20,Win,Rohit Sharma,2045-06-04
8102,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,138,6,20,Win,MS Dhoni,2045-06-05
8103,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,195,8,20,Win,Bumrah,2045-06-06
8104,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,214,3,20,Win,MS Dhoni,2045-06-07
8105,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,182,10,20,Win,Jadeja,2045-06-08
8106,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,201,7,20,Win,Jadeja,2045-06-09
8107,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,208,9,20,Win,Jadeja,2045-06-10
8108,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,168,7,20,Win,Rohit Sharma,2045-06-11
8109,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,141,3,20,Win,Jadeja,2045-06-12
8110,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,219,9,20,Loss,Rohit Sharma,2045-06-13
8111,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,172,3,20,Loss,MS Dhoni,2045-06-14
8112,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,183,4,20,Win,Bumrah,2045-06-15
8113,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,144,5,20,Loss,Jadeja,2045-06-16
8114,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,206,10,20,Loss,Rohit Sharma,2045-06-17
8115,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,209,7,20,Win,Bumrah,2045-06-18
8116,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,160,6,20,Loss,Jadeja,2045-06-19
8117,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,169,9,20,Win,MS Dhoni,2045-06-20
8118,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,175,10,20,Win,Bumrah,2045-06-21
8119,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,131,8,20,Loss,Jadeja,2045-06-22
8120,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,128,6,20,Win,MS Dhoni,2045-06-23
8121,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,120,7,20,Loss,Jadeja,2045-06-24
8122,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,203,8,20,Loss,MS Dhoni,2045-06-25
8123,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,161,3,20,Win,Rohit Sharma,2045-06-26
8124,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,186,4,20,Loss,Bumrah,2045-06-27
8125,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,209,5,20,Win,Bumrah,2045-06-28
8126,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,120,7,20,Loss,Bumrah,2045-06-29
8127,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,205,10,20,Loss,Jadeja,2045-06-30
8128,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,157,8,20,Win,MS Dhoni,2045-07-01
8129,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,183,9,20,Loss,Rohit Sharma,2045-07-02
8130,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,124,8,20,Win,Bumrah,2045-07-03
8131,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,173,10,20,Loss,Jadeja,2045-07-04
8132,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,160,10,20,Loss,Rohit Sharma,2045-07-05
8133,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,159,9,20,Win,MS Dhoni,2045-07-06
8134,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,219,4,20,Loss,Rohit Sharma,2045-07-07
8135,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,136,4,20,Win,Rohit Sharma,2045-07-08
8136,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,129,6,20,Loss,Jadeja,2045-07-09
8137,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,142,7,20,Loss,Jadeja,2045-07-10
8138,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,185,4,20,Loss,Rohit Sharma,2045-07-11
8139,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,148,6,20,Win,Rohit Sharma,2045-07-12
8140,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,220,6,20,Loss,Jadeja,2045-07-13
8141,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,175,5,20,Loss,Rohit Sharma,2045-07-14
8142,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,206,10,20,Win,MS Dhoni,2045-07-15
8143,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,137,3,20,Loss,Bumrah,2045-07-16
8144,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,178,7,20,Win,Bumrah,2045-07-17
8145,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,180,10,20,Loss,Rohit Sharma,2045-07-18
8146,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,122,4,20,Win,Jadeja,2045-07-19
8147,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,173,8,20,Win,Jadeja,2045-07-20
8148,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,122,5,20,Win,Rohit Sharma,2045-07-21
8149,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,203,5,20,Win,MS Dhoni,2045-07-22
8150,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,136,4,20,Win,Bumrah,2045-07-23
8151,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,174,6,20,Win,Rohit Sharma,2045-07-24
8152,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,193,8,20,Win,Rohit Sharma,2045-07-25
8153,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,191,8,20,Loss,MS Dhoni,2045-07-26
8154,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,188,3,20,Win,MS Dhoni,2045-07-27
8155,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,152,4,20,Win,Rohit Sharma,2045-07-28
8156,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,145,3,20,Win,Rohit Sharma,2045-07-29
8157,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,127,6,20,Loss,Rohit Sharma,2045-07-30
8158,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,128,3,20,Win,MS Dhoni,2045-07-31
8159,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,138,7,20,Loss,Rohit Sharma,2045-08-01
8160,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,182,8,20,Win,Jadeja,2045-08-02
8161,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,126,3,20,Win,MS Dhoni,2045-08-03
8162,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,124,4,20,Win,Bumrah,2045-08-04
8163,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,171,3,20,Loss,MS Dhoni,2045-08-05
8164,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,185,3,20,Loss,Jadeja,2045-08-06
8165,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,132,7,20,Loss,Bumrah,2045-08-07
8166,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,197,4,20,Win,MS Dhoni,2045-08-08
8167,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,142,6,20,Loss,MS Dhoni,2045-08-09
8168,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,193,9,20,Win,Rohit Sharma,2045-08-10
8169,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,132,8,20,Loss,Rohit Sharma,2045-08-11
8170,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,130,9,20,Win,Rohit Sharma,2045-08-12
8171,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,175,8,20,Loss,Bumrah,2045-08-13
8172,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,138,6,20,Win,Jadeja,2045-08-14
8173,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,171,10,20,Loss,Rohit Sharma,2045-08-15
8174,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,200,10,20,Loss,Bumrah,2045-08-16
8175,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,167,8,20,Loss,Jadeja,2045-08-17
8176,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,210,7,20,Win,MS Dhoni,2045-08-18
8177,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,153,6,20,Win,Bumrah,2045-08-19
8178,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,125,10,20,Win,Jadeja,2045-08-20
8179,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,180,5,20,Loss,Jadeja,2045-08-21
8180,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,131,6,20,Loss,Bumrah,2045-08-22
8181,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,195,10,20,Win,Rohit Sharma,2045-08-23
8182,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,209,10,20,Loss,Rohit Sharma,2045-08-24
8183,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,174,9,20,Win,MS Dhoni,2045-08-25
8184,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,133,8,20,Win,MS Dhoni,2045-08-26
8185,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,135,3,20,Loss,Bumrah,2045-08-27
8186,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,127,9,20,Loss,Rohit Sharma,2045-08-28
8187,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,203,4,20,Win,Rohit Sharma,2045-08-29
8188,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,133,4,20,Loss,Rohit Sharma,2045-08-30
8189,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,170,7,20,Win,MS Dhoni,2045-08-31
8190,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,142,3,20,Win,Rohit Sharma,2045-09-01
8191,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,185,10,20,Loss,Bumrah,2045-09-02
8192,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,129,5,20,Win,Jadeja,2045-09-03
8193,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,172,5,20,Loss,Jadeja,2045-09-04
8194,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,212,9,20,Win,Jadeja,2045-09-05
8195,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,180,7,20,Loss,Jadeja,2045-09-06
8196,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,179,4,20,Win,Bumrah,2045-09-07
8197,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,163,9,20,Win,MS Dhoni,2045-09-08
8198,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,198,7,20,Loss,Rohit Sharma,2045-09-09
8199,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,126,5,20,Loss,MS Dhoni,2045-09-10
8200,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,209,7,20,Win,MS Dhoni,2045-09-11
8201,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,139,5,20,Win,MS Dhoni,2045-09-12
8202,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,212,6,20,Win,Jadeja,2045-09-13
8203,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,144,10,20,Win,Rohit Sharma,2045-09-14
8204,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,169,7,20,Win,Jadeja,2045-09-15
8205,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,204,10,20,Win,Jadeja,2045-09-16
8206,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,161,8,20,Win,Bumrah,2045-09-17
